"Notes","State","State Code","Year","Year Code","Ten-Year Age Groups","Ten-Year Age Groups Code",Deaths,Population,Crude Rate
,"Florida","12","2010","2010","35-44 years","35-44",135,2431254,5.6
,"Florida","12","2010","2010","45-54 years","45-54",84,2741493,3.1
,"Florida","12","2010","2010","55-64 years","55-64",47,2337668,2.0
,"Florida","12","2010","2010","65-74 years","65-74",17,1727940,Unreliable
,"Florida","12","2010","2010","75-84 years","75-84",10,1097537,Unreliable
,"Florida","12","2011","2011","15-24 years","15-24",260,2479766,10.5
,"Florida","12","2011","2011","25-34 years","25-34",237,2343680,10.1
,"Florida","12","2011","2011","35-44 years","35-44",138,2404541,5.7
,"Florida","12","2011","2011","45-54 years","45-54",96,2749413,3.5
,"Florida","12","2011","2011","55-64 years","55-64",42,2433669,1.7
,"Florida","12","2011","2011","65-74 years","65-74",20,1778432,1.1
,"Florida","12","2011","2011","75-84 years","75-84",13,1114372,Unreliable
,"Florida","12","2012","2012","15-24 years","15-24",253,2492842,10.1
,"Florida","12","2012","2012","25-34 years","25-34",230,2401234,9.6
,"Florida","12","2012","2012","35-44 years","35-44",147,2403067,6.1
,"Florida","12","2012","2012","45-54 years","45-54",129,2746309,4.7
,"Florida","12","2012","2012","55-64 years","55-64",61,2463778,2.5
,"Florida","12","2012","2012","65-74 years","65-74",19,1894785,Unreliable
,"Florida","12","2012","2012","75-84 years","75-84",12,1132177,Unreliable
,"Florida","12","2013","2013","5-14 years","5-14",15,2246056,Unreliable
,"Florida","12","2013","2013","15-24 years","15-24",260,2484554,10.5
,"Florida","12","2013","2013","25-34 years","25-34",245,2456199,10.0
,"Florida","12","2013","2013","35-44 years","35-44",128,2401477,5.3
,"Florida","12","2013","2013","45-54 years","45-54",84,2732326,3.1
,"Florida","12","2013","2013","55-64 years","55-64",46,2506318,1.8
,"Florida","12","2013","2013","65-74 years","65-74",19,1985925,Unreliable
,"Florida","12","2013","2013","75-84 years","75-84",12,1155973,Unreliable
,"Florida","12","2014","2014","5-14 years","5-14",15,2264186,Unreliable
,"Florida","12","2014","2014","15-24 years","15-24",261,2488419,10.5
,"Florida","12","2014","2014","25-34 years","25-34",257,2532017,10.2
,"Florida","12","2014","2014","35-44 years","35-44",125,2421949,5.2
,"Florida","12","2014","2014","45-54 years","45-54",86,2737087,3.1
,"Florida","12","2014","2014","55-64 years","55-64",36,2573746,1.4
,"Florida","12","2014","2014","65-74 years","65-74",24,2082701,1.2
,"Florida","12","2015","2015","15-24 years","15-24",293,2479298,11.8
,"Florida","12","2015","2015","25-34 years","25-34",253,2614315,9.7
,"Florida","12","2015","2015","35-44 years","35-44",139,2448471,5.7
,"Florida","12","2015","2015","45-54 years","45-54",92,2748503,3.3
,"Florida","12","2015","2015","55-64 years","55-64",49,2653663,1.8
,"Florida","12","2015","2015","65-74 years","65-74",22,2181202,1.0
,"Florida","12","2015","2015","75-84 years","75-84",15,1220990,Unreliable
,"Florida","12","2016","2016","5-14 years","5-14",14,2297199,Unreliable
,"Florida","12","2016","2016","15-24 years","15-24",294,2463000,11.9
,"Florida","12","2016","2016","25-34 years","25-34",317,2683425,11.8
,"Florida","12","2016","2016","35-44 years","35-44",175,2464289,7.1
,"Florida","12","2016","2016","45-54 years","45-54",103,2756310,3.7
,"Florida","12","2016","2016","55-64 years","55-64",45,2727163,1.7
,"Florida","12","2016","2016","65-74 years","65-74",15,2277584,Unreliable
,"Florida","12","2016","2016","75-84 years","75-84",11,1261354,Unreliable
,"Florida","12","2016","2016","85+ years","85+",10,555979,Unreliable
,"Florida","12","2017","2017","5-14 years","5-14",10,2332768,Unreliable
,"Florida","12","2017","2017","15-24 years","15-24",276,2472908,11.2
,"Florida","12","2017","2017","25-34 years","25-34",297,2742680,10.8
,"Florida","12","2017","2017","35-44 years","35-44",164,2517851,6.5
,"Florida","12","2017","2017","45-54 years","45-54",90,2767835,3.3
,"Florida","12","2017","2017","55-64 years","55-64",66,2797628,2.4
,"Florida","12","2017","2017","65-74 years","65-74",31,2342516,1.3
,"Florida","12","2018","2018","5-14 years","5-14",22,2363834,0.9
,"Florida","12","2018","2018","15-24 years","15-24",272,2476245,11.0
,"Florida","12","2018","2018","25-34 years","25-34",290,2788255,10.4
,"Florida","12","2018","2018","35-44 years","35-44",166,2568764,6.5
,"Florida","12","2018","2018","45-54 years","45-54",98,2746372,3.6
,"Florida","12","2018","2018","55-64 years","55-64",79,2854601,2.8
,"Florida","12","2018","2018","65-74 years","65-74",30,2397902,1.3
,"Florida","12","2018","2018","75-84 years","75-84",14,1388750,Unreliable
,"Florida","12","2019","2019","5-14 years","5-14",11,2372397,Unreliable
,"Florida","12","2019","2019","15-24 years","15-24",290,2460558,11.8
,"Florida","12","2019","2019","25-34 years","25-34",331,2799422,11.8
,"Florida","12","2019","2019","35-44 years","35-44",172,2600531,6.6
,"Florida","12","2019","2019","45-54 years","45-54",96,2709395,3.5
,"Florida","12","2019","2019","55-64 years","55-64",72,2898355,2.5
,"Florida","12","2019","2019","65-74 years","65-74",26,2465369,1.1
,"Florida","12","2020","2020","5-14 years","5-14",20,2390568,0.8
,"Florida","12","2020","2020","15-24 years","15-24",373,2466792,15.1
,"Florida","12","2020","2020","25-34 years","25-34",386,2818471,13.7
,"Florida","12","2020","2020","35-44 years","35-44",223,2649160,8.4
,"Florida","12","2020","2020","45-54 years","45-54",118,2692803,4.4
,"Florida","12","2020","2020","55-64 years","55-64",67,2942419,2.3
,"Florida","12","2020","2020","65-74 years","65-74",18,2539576,Unreliable
,"Florida","12","2020","2020","75-84 years","75-84",14,1502209,Unreliable
,"Georgia","13","2010","2010","15-24 years","15-24",148,1390079,10.6
,"Georgia","13","2010","2010","25-34 years","25-34",125,1335560,9.4
,"Georgia","13","2010","2010","35-44 years","35-44",73,1397540,5.2
,"Georgia","13","2010","2010","45-54 years","45-54",54,1391252,3.9
,"Georgia","13","2010","2010","55-64 years","55-64",21,1069557,2.0
,"Georgia","13","2011","2011","15-24 years","15-24",129,1408408,9.2
,"Georgia","13","2011","2011","25-34 years","25-34",122,1358528,9.0
,"Georgia","13","2011","2011","35-44 years","35-44",83,1383053,6.0
,"Georgia","13","2011","2011","45-54 years","45-54",51,1395170,3.7
,"Georgia","13","2011","2011","55-64 years","55-64",29,1115955,2.6
,"Georgia","13","2012","2012","5-14 years","5-14",12,1403553,Unreliable
,"Georgia","13","2012","2012","15-24 years","15-24",157,1427822,11.0
,"Georgia","13","2012","2012","25-34 years","25-34",130,1366607,9.5
,"Georgia","13","2012","2012","35-44 years","35-44",72,1378173,5.2
,"Georgia","13","2012","2012","45-54 years","45-54",50,1394548,3.6
,"Georgia","13","2012","2012","55-64 years","55-64",39,1134511,3.4
,"Georgia","13","2012","2012","65-74 years","65-74",17,686935,Unreliable
,"Georgia","13","2013","2013","15-24 years","15-24",146,1429441,10.2
,"Georgia","13","2013","2013","25-34 years","25-34",124,1365240,9.1
,"Georgia","13","2013","2013","35-44 years","35-44",88,1372415,6.4
,"Georgia","13","2013","2013","45-54 years","45-54",55,1396297,3.9
,"Georgia","13","2013","2013","55-64 years","55-64",30,1155188,2.6
,"Georgia","13","2013","2013","65-74 years","65-74",13,729059,Unreliable
,"Georgia","13","2014","2014","15-24 years","15-24",174,1437922,12.1
,"Georgia","13","2014","2014","25-34 years","25-34",156,1383437,11.3
,"Georgia","13","2014","2014","35-44 years","35-44",84,1369784,6.1
,"Georgia","13","2014","2014","45-54 years","45-54",48,1398530,3.4
,"Georgia","13","2014","2014","55-64 years","55-64",20,1179203,1.7
,"Georgia","13","2014","2014","65-74 years","65-74",10,769062,Unreliable
,"Georgia","13","2015","2015","5-14 years","5-14",13,1416490,Unreliable
,"Georgia","13","2015","2015","15-24 years","15-24",208,1444644,14.4
,"Georgia","13","2015","2015","25-34 years","25-34",167,1402157,11.9
,"Georgia","13","2015","2015","35-44 years","35-44",95,1370719,6.9
,"Georgia","13","2015","2015","45-54 years","45-54",51,1406709,3.6
,"Georgia","13","2015","2015","55-64 years","55-64",25,1209172,2.1
,"Georgia","13","2015","2015","65-74 years","65-74",15,804987,Unreliable
,"Georgia","13","2016","2016","15-24 years","15-24",225,1441053,15.6
,"Georgia","13","2016","2016","25-34 years","25-34",206,1422300,14.5
,"Georgia","13","2016","2016","35-44 years","35-44",110,1362970,8.1
,"Georgia","13","2016","2016","45-54 years","45-54",60,1416698,4.2
,"Georgia","13","2016","2016","55-64 years","55-64",26,1236811,2.1
,"Georgia","13","2016","2016","65-74 years","65-74",13,839325,Unreliable
,"Georgia","13","2017","2017","15-24 years","15-24",232,1442084,16.1
,"Georgia","13","2017","2017","25-34 years","25-34",202,1453326,13.9
,"Georgia","13","2017","2017","35-44 years","35-44",108,1367466,7.9
,"Georgia","13","2017","2017","45-54 years","45-54",65,1419086,4.6
,"Georgia","13","2017","2017","55-64 years","55-64",35,1263562,2.8
,"Georgia","13","2017","2017","65-74 years","65-74",12,870879,Unreliable
,"Georgia","13","2018","2018","15-24 years","15-24",189,1445022,13.1
,"Georgia","13","2018","2018","25-34 years","25-34",215,1473246,14.6
,"Georgia","13","2018","2018","35-44 years","35-44",117,1372602,8.5
,"Georgia","13","2018","2018","45-54 years","45-54",53,1411438,3.8
,"Georgia","13","2018","2018","55-64 years","55-64",37,1285682,2.9
,"Georgia","13","2018","2018","65-74 years","65-74",16,895419,Unreliable
,"Georgia","13","2019","2019","15-24 years","15-24",226,1449500,15.6
,"Georgia","13","2019","2019","25-34 years","25-34",199,1493261,13.3
,"Georgia","13","2019","2019","35-44 years","35-44",126,1380954,9.1
,"Georgia","13","2019","2019","45-54 years","45-54",71,1399652,5.1
,"Georgia","13","2019","2019","55-64 years","55-64",40,1307533,3.1
,"Georgia","13","2019","2019","65-74 years","65-74",12,926001,Unreliable
,"Georgia","13","2020","2020","5-14 years","5-14",17,1414181,Unreliable
,"Georgia","13","2020","2020","15-24 years","15-24",278,1458110,19.1
,"Georgia","13","2020","2020","25-34 years","25-34",280,1506359,18.6
,"Georgia","13","2020","2020","35-44 years","35-44",165,1394847,11.8
,"Georgia","13","2020","2020","45-54 years","45-54",85,1391098,6.1
,"Georgia","13","2020","2020","55-64 years","55-64",37,1323211,2.8
,"Georgia","13","2020","2020","65-74 years","65-74",23,959264,2.4
,"Georgia","13","2020","2020","75-84 years","75-84",10,459814,Unreliable
,"Illinois","17","2010","2010","5-14 years","5-14",12,1738853,Unreliable
,"Illinois","17","2010","2010","15-24 years","15-24",251,1801056,13.9
,"Illinois","17","2010","2010","25-34 years","25-34",192,1775957,10.8
,"Illinois","17","2010","2010","35-44 years","35-44",66,1725890,3.8
,"Illinois","17","2010","2010","45-54 years","45-54",35,1870879,1.9
,"Illinois","17","2010","2010","55-64 years","55-64",11,1473207,Unreliable
,"Illinois","17","2011","2011","5-14 years","5-14",13,1725369,Unreliable
,"Illinois","17","2011","2011","15-24 years","15-24",282,1794585,15.7
,"Illinois","17","2011","2011","25-34 years","25-34",181,1788198,10.1
,"Illinois","17","2011","2011","35-44 years","35-44",64,1703981,3.8
,"Illinois","17","2011","2011","45-54 years","45-54",39,1850775,2.1
,"Illinois","17","2011","2011","55-64 years","55-64",14,1537348,Unreliable
,"Illinois","17","2012","2012","5-14 years","5-14",12,1713823,Unreliable
,"Illinois","17","2012","2012","15-24 years","15-24",304,1788611,17.0
,"Illinois","17","2012","2012","25-34 years","25-34",179,1786326,10.0
,"Illinois","17","2012","2012","35-44 years","35-44",76,1693816,4.5
,"Illinois","17","2012","2012","45-54 years","45-54",47,1824083,2.6
,"Illinois","17","2012","2012","55-64 years","55-64",17,1557881,Unreliable
,"Illinois","17","2013","2013","15-24 years","15-24",253,1783044,14.2
,"Illinois","17","2013","2013","25-34 years","25-34",190,1784842,10.6
,"Illinois","17","2013","2013","35-44 years","35-44",70,1685410,4.2
,"Illinois","17","2013","2013","45-54 years","45-54",32,1795460,1.8
,"Illinois","17","2013","2013","65-74 years","65-74",11,964779,Unreliable
,"Illinois","17","2014","2014","5-14 years","5-14",11,1680377,Unreliable
,"Illinois","17","2014","2014","15-24 years","15-24",292,1769572,16.5
,"Illinois","17","2014","2014","25-34 years","25-34",171,1780945,9.6
,"Illinois","17","2014","2014","35-44 years","35-44",70,1679806,4.2
,"Illinois","17","2014","2014","45-54 years","45-54",41,1771582,2.3
,"Illinois","17","2014","2014","55-64 years","55-64",16,1619080,Unreliable
,"Illinois","17","2015","2015","5-14 years","5-14",15,1658608,Unreliable
,"Illinois","17","2015","2015","15-24 years","15-24",295,1752251,16.8
,"Illinois","17","2015","2015","25-34 years","25-34",219,1774341,12.3
,"Illinois","17","2015","2015","35-44 years","35-44",88,1669816,5.3
,"Illinois","17","2015","2015","45-54 years","45-54",41,1746424,2.3
,"Illinois","17","2015","2015","55-64 years","55-64",22,1644616,1.3
,"Illinois","17","2016","2016","15-24 years","15-24",416,1728204,24.1
,"Illinois","17","2016","2016","25-34 years","25-34",290,1774032,16.3
,"Illinois","17","2016","2016","35-44 years","35-44",137,1646756,8.3
,"Illinois","17","2016","2016","45-54 years","45-54",53,1713154,3.1
,"Illinois","17","2016","2016","55-64 years","55-64",31,1655713,1.9
,"Illinois","17","2017","2017","5-14 years","5-14",13,1616751,Unreliable
,"Illinois","17","2017","2017","15-24 years","15-24",394,1702488,23.1
,"Illinois","17","2017","2017","25-34 years","25-34",313,1776073,17.6
,"Illinois","17","2017","2017","35-44 years","35-44",122,1639168,7.4
,"Illinois","17","2017","2017","45-54 years","45-54",54,1682908,3.2
,"Illinois","17","2017","2017","55-64 years","55-64",20,1666188,1.2
,"Illinois","17","2017","2017","65-74 years","65-74",10,1116989,Unreliable
,"Illinois","17","2018","2018","5-14 years","5-14",10,1597250,Unreliable
,"Illinois","17","2018","2018","15-24 years","15-24",284,1675707,16.9
,"Illinois","17","2018","2018","25-34 years","25-34",275,1769781,15.5
,"Illinois","17","2018","2018","35-44 years","35-44",119,1639725,7.3
,"Illinois","17","2018","2018","45-54 years","45-54",51,1639850,3.1
,"Illinois","17","2018","2018","55-64 years","55-64",26,1665187,1.6
,"Illinois","17","2018","2018","65-74 years","65-74",10,1142253,Unreliable
,"Illinois","17","2019","2019","5-14 years","5-14",13,1575745,Unreliable
,"Illinois","17","2019","2019","15-24 years","15-24",301,1652607,18.2
,"Illinois","17","2019","2019","25-34 years","25-34",260,1758096,14.8
,"Illinois","17","2019","2019","35-44 years","35-44",123,1637135,7.5
,"Illinois","17","2019","2019","45-54 years","45-54",60,1599789,3.8
,"Illinois","17","2019","2019","55-64 years","55-64",22,1658283,1.3
,"Illinois","17","2020","2020","5-14 years","5-14",15,1558281,Unreliable
,"Illinois","17","2020","2020","15-24 years","15-24",371,1630596,22.8
,"Illinois","17","2020","2020","25-34 years","25-34",446,1741284,25.6
,"Illinois","17","2020","2020","35-44 years","35-44",200,1636418,12.2
,"Illinois","17","2020","2020","45-54 years","45-54",70,1565738,4.5
,"Illinois","17","2020","2020","55-64 years","55-64",43,1638460,2.6
,"Illinois","17","2020","2020","65-74 years","65-74",14,1211741,Unreliable
,"Indiana","18","2010","2010","15-24 years","15-24",76,927541,8.2
,"Indiana","18","2010","2010","25-34 years","25-34",65,827345,7.9
,"Indiana","18","2010","2010","35-44 years","35-44",32,840830,3.8
,"Indiana","18","2010","2010","45-54 years","45-54",33,946768,3.5
,"Indiana","18","2010","2010","55-64 years","55-64",10,769143,Unreliable
,"Indiana","18","2011","2011","15-24 years","15-24",67,931546,7.2
,"Indiana","18","2011","2011","25-34 years","25-34",51,834966,6.1
,"Indiana","18","2011","2011","35-44 years","35-44",24,830262,2.9
,"Indiana","18","2011","2011","45-54 years","45-54",39,935186,4.2
,"Indiana","18","2012","2012","15-24 years","15-24",72,933631,7.7
,"Indiana","18","2012","2012","25-34 years","25-34",80,836003,9.6
,"Indiana","18","2012","2012","35-44 years","35-44",43,825294,5.2
,"Indiana","18","2012","2012","45-54 years","45-54",31,920303,3.4
,"Indiana","18","2012","2012","55-64 years","55-64",10,812629,Unreliable
,"Indiana","18","2013","2013","15-24 years","15-24",125,936934,13.3
,"Indiana","18","2013","2013","25-34 years","25-34",81,842583,9.6
,"Indiana","18","2013","2013","35-44 years","35-44",42,826456,5.1
,"Indiana","18","2013","2013","45-54 years","45-54",28,904904,3.1
,"Indiana","18","2013","2013","55-64 years","55-64",13,829486,Unreliable
,"Indiana","18","2014","2014","15-24 years","15-24",98,941061,10.4
,"Indiana","18","2014","2014","25-34 years","25-34",62,845927,7.3
,"Indiana","18","2014","2014","35-44 years","35-44",41,824681,5.0
,"Indiana","18","2014","2014","45-54 years","45-54",28,891112,3.1
,"Indiana","18","2014","2014","55-64 years","55-64",16,842381,Unreliable
,"Indiana","18","2015","2015","15-24 years","15-24",110,940770,11.7
,"Indiana","18","2015","2015","25-34 years","25-34",89,850559,10.5
,"Indiana","18","2015","2015","35-44 years","35-44",39,823056,4.7
,"Indiana","18","2015","2015","45-54 years","45-54",26,878974,3.0
,"Indiana","18","2015","2015","55-64 years","55-64",14,855764,Unreliable
,"Indiana","18","2016","2016","15-24 years","15-24",126,936397,13.5
,"Indiana","18","2016","2016","25-34 years","25-34",106,859672,12.3
,"Indiana","18","2016","2016","35-44 years","35-44",64,814899,7.9
,"Indiana","18","2016","2016","45-54 years","45-54",42,865746,4.9
,"Indiana","18","2016","2016","55-64 years","55-64",14,864467,Unreliable
,"Indiana","18","2016","2016","65-74 years","65-74",10,576378,Unreliable
,"Indiana","18","2017","2017","15-24 years","15-24",107,931694,11.5
,"Indiana","18","2017","2017","25-34 years","25-34",121,868804,13.9
,"Indiana","18","2017","2017","35-44 years","35-44",73,816778,8.9
,"Indiana","18","2017","2017","45-54 years","45-54",24,854456,2.8
,"Indiana","18","2017","2017","55-64 years","55-64",21,870607,2.4
,"Indiana","18","2017","2017","65-74 years","65-74",12,598944,Unreliable
,"Indiana","18","2018","2018","5-14 years","5-14",11,878696,Unreliable
,"Indiana","18","2018","2018","15-24 years","15-24",109,926867,11.8
,"Indiana","18","2018","2018","25-34 years","25-34",98,877438,11.2
,"Indiana","18","2018","2018","35-44 years","35-44",83,822202,10.1
,"Indiana","18","2018","2018","45-54 years","45-54",29,839824,3.5
,"Indiana","18","2018","2018","55-64 years","55-64",25,873286,2.9
,"Indiana","18","2019","2019","15-24 years","15-24",134,930398,14.4
,"Indiana","18","2019","2019","25-34 years","25-34",101,890687,11.3
,"Indiana","18","2019","2019","35-44 years","35-44",62,828959,7.5
,"Indiana","18","2019","2019","45-54 years","45-54",23,824029,2.8
,"Indiana","18","2019","2019","55-64 years","55-64",18,875082,Unreliable
,"Indiana","18","2020","2020","15-24 years","15-24",190,927013,20.5
,"Indiana","18","2020","2020","25-34 years","25-34",148,897324,16.5
,"Indiana","18","2020","2020","35-44 years","35-44",80,835433,9.6
,"Indiana","18","2020","2020","45-54 years","45-54",40,813342,4.9
,"Indiana","18","2020","2020","55-64 years","55-64",19,871082,Unreliable
,"Iowa","19","2010","2010","15-24 years","15-24",11,430187,Unreliable
,"Iowa","19","2012","2012","15-24 years","15-24",10,435867,Unreliable
,"Iowa","19","2012","2012","25-34 years","25-34",10,390200,Unreliable
,"Iowa","19","2013","2013","35-44 years","35-44",10,361649,Unreliable
,"Iowa","19","2015","2015","15-24 years","15-24",17,445451,Unreliable
,"Iowa","19","2015","2015","25-34 years","25-34",14,391509,Unreliable
,"Iowa","19","2015","2015","35-44 years","35-44",12,366396,Unreliable
,"Iowa","19","2016","2016","15-24 years","15-24",18,445808,Unreliable
,"Iowa","19","2016","2016","35-44 years","35-44",10,367535,Unreliable
,"Iowa","19","2017","2017","15-24 years","15-24",19,444186,Unreliable
,"Iowa","19","2017","2017","25-34 years","25-34",23,395643,5.8
,"Iowa","19","2018","2018","15-24 years","15-24",10,441900,Unreliable
,"Iowa","19","2018","2018","25-34 years","25-34",13,397715,Unreliable
,"Iowa","19","2019","2019","15-24 years","15-24",15,436415,Unreliable
,"Iowa","19","2019","2019","25-34 years","25-34",14,398150,Unreliable
,"Iowa","19","2019","2019","35-44 years","35-44",10,385215,Unreliable
,"Iowa","19","2020","2020","15-24 years","15-24",28,437831,6.4
,"Iowa","19","2020","2020","25-34 years","25-34",22,398796,5.5
,"Iowa","19","2020","2020","35-44 years","35-44",17,390589,Unreliable
,"Kansas","20","2010","2010","15-24 years","15-24",17,408275,Unreliable
,"Kansas","20","2010","2010","25-34 years","25-34",23,377720,6.1
,"Kansas","20","2010","2010","35-44 years","35-44",10,346673,Unreliable
,"Kansas","20","2011","2011","15-24 years","15-24",27,411997,6.6
,"Kansas","20","2011","2011","25-34 years","25-34",24,383112,6.3
,"Kansas","20","2011","2011","35-44 years","35-44",12,343294,Unreliable
,"Kansas","20","2012","2012","15-24 years","15-24",21,414638,5.1
,"Kansas","20","2012","2012","25-34 years","25-34",16,387451,Unreliable
,"Kansas","20","2012","2012","35-44 years","35-44",13,343038,Unreliable
,"Kansas","20","2013","2013","15-24 years","15-24",19,418659,Unreliable
,"Kansas","20","2013","2013","25-34 years","25-34",28,387397,7.2
,"Kansas","20","2013","2013","35-44 years","35-44",11,343815,Unreliable
,"Kansas","20","2013","2013","45-54 years","45-54",12,376468,Unreliable
,"Kansas","20","2014","2014","15-24 years","15-24",25,420646,5.9
,"Kansas","20","2014","2014","25-34 years","25-34",22,387893,5.7
,"Kansas","20","2015","2015","15-24 years","15-24",42,424297,9.9
,"Kansas","20","2015","2015","25-34 years","25-34",15,387229,Unreliable
,"Kansas","20","2015","2015","35-44 years","35-44",20,346113,5.8
,"Kansas","20","2016","2016","15-24 years","15-24",35,417031,8.4
,"Kansas","20","2016","2016","25-34 years","25-34",30,384606,7.8
,"Kansas","20","2016","2016","35-44 years","35-44",24,347089,6.9
,"Kansas","20","2016","2016","45-54 years","45-54",18,354323,Unreliable
,"Kansas","20","2017","2017","15-24 years","15-24",41,415579,9.9
,"Kansas","20","2017","2017","25-34 years","25-34",40,383787,10.4
,"Kansas","20","2017","2017","35-44 years","35-44",22,351767,6.3
,"Kansas","20","2017","2017","45-54 years","45-54",16,345555,Unreliable
,"Kansas","20","2017","2017","55-64 years","55-64",14,373644,Unreliable
,"Kansas","20","2018","2018","15-24 years","15-24",36,413294,8.7
,"Kansas","20","2018","2018","25-34 years","25-34",33,382884,8.6
,"Kansas","20","2018","2018","35-44 years","35-44",34,356322,9.5
,"Kansas","20","2018","2018","45-54 years","45-54",10,335937,Unreliable
,"Kansas","20","2019","2019","15-24 years","15-24",32,412813,7.8
,"Kansas","20","2019","2019","25-34 years","25-34",32,382922,8.4
,"Kansas","20","2019","2019","35-44 years","35-44",14,361029,Unreliable
,"Kansas","20","2020","2020","15-24 years","15-24",57,411069,13.9
,"Kansas","20","2020","2020","25-34 years","25-34",41,381528,10.7
,"Kansas","20","2020","2020","35-44 years","35-44",33,365011,9.0
,"Kansas","20","2020","2020","45-54 years","45-54",10,323727,Unreliable
,"Kansas","20","2020","2020","55-64 years","55-64",10,366735,Unreliable
,"Kentucky","21","2010","2010","15-24 years","15-24",26,586763,4.4
,"Kentucky","21","2010","2010","25-34 years","25-34",32,566216,5.7
,"Kentucky","21","2010","2010","35-44 years","35-44",25,576662,4.3
,"Kentucky","21","2010","2010","45-54 years","45-54",23,643097,3.6
,"Kentucky","21","2011","2011","15-24 years","15-24",33,591188,5.6
,"Kentucky","21","2011","2011","25-34 years","25-34",34,569158,6.0
,"Kentucky","21","2011","2011","35-44 years","35-44",18,570028,Unreliable
,"Kentucky","21","2011","2011","45-54 years","45-54",23,637556,3.6
,"Kentucky","21","2011","2011","55-64 years","55-64",14,560468,Unreliable
,"Kentucky","21","2012","2012","15-24 years","15-24",40,592853,6.7
,"Kentucky","21","2012","2012","25-34 years","25-34",38,567662,6.7
,"Kentucky","21","2012","2012","35-44 years","35-44",38,566136,6.7
,"Kentucky","21","2012","2012","45-54 years","45-54",25,627061,4.0
,"Kentucky","21","2013","2013","15-24 years","15-24",32,596295,5.4
,"Kentucky","21","2013","2013","25-34 years","25-34",45,564035,8.0
,"Kentucky","21","2013","2013","35-44 years","35-44",18,564798,Unreliable
,"Kentucky","21","2013","2013","45-54 years","45-54",27,619528,4.4
,"Kentucky","21","2014","2014","15-24 years","15-24",26,600871,4.3
,"Kentucky","21","2014","2014","25-34 years","25-34",46,565862,8.1
,"Kentucky","21","2014","2014","35-44 years","35-44",27,561197,4.8
,"Kentucky","21","2014","2014","45-54 years","45-54",18,610933,Unreliable
,"Kentucky","21","2014","2014","55-64 years","55-64",13,578122,Unreliable
,"Kentucky","21","2015","2015","15-24 years","15-24",39,596559,6.5
,"Kentucky","21","2015","2015","25-34 years","25-34",56,568388,9.9
,"Kentucky","21","2015","2015","35-44 years","35-44",31,559036,5.5
,"Kentucky","21","2015","2015","45-54 years","45-54",18,603912,Unreliable
,"Kentucky","21","2015","2015","55-64 years","55-64",22,585545,3.8
,"Kentucky","21","2016","2016","15-24 years","15-24",64,593651,10.8
,"Kentucky","21","2016","2016","25-34 years","25-34",54,575311,9.4
,"Kentucky","21","2016","2016","35-44 years","35-44",57,553030,10.3
,"Kentucky","21","2016","2016","45-54 years","45-54",32,596852,5.4
,"Kentucky","21","2016","2016","55-64 years","55-64",11,590470,Unreliable
,"Kentucky","21","2017","2017","15-24 years","15-24",62,590662,10.5
,"Kentucky","21","2017","2017","25-34 years","25-34",69,580996,11.9
,"Kentucky","21","2017","2017","35-44 years","35-44",40,550240,7.3
,"Kentucky","21","2017","2017","45-54 years","45-54",29,588090,4.9
,"Kentucky","21","2017","2017","55-64 years","55-64",17,594559,Unreliable
,"Kentucky","21","2018","2018","15-24 years","15-24",45,588635,7.6
,"Kentucky","21","2018","2018","25-34 years","25-34",61,585107,10.4
,"Kentucky","21","2018","2018","35-44 years","35-44",54,551949,9.8
,"Kentucky","21","2018","2018","45-54 years","45-54",21,576814,3.6
,"Kentucky","21","2018","2018","55-64 years","55-64",11,597345,Unreliable
,"Kentucky","21","2018","2018","65-74 years","65-74",10,435205,Unreliable
,"Kentucky","21","2019","2019","15-24 years","15-24",64,583798,11.0
,"Kentucky","21","2019","2019","25-34 years","25-34",51,587380,8.7
,"Kentucky","21","2019","2019","35-44 years","35-44",40,550953,7.3
,"Kentucky","21","2019","2019","45-54 years","45-54",22,563662,3.9
,"Kentucky","21","2019","2019","55-64 years","55-64",14,598289,Unreliable
,"Kentucky","21","2020","2020","15-24 years","15-24",99,583361,17.0
,"Kentucky","21","2020","2020","25-34 years","25-34",90,591103,15.2
,"Kentucky","21","2020","2020","35-44 years","35-44",68,550941,12.3
,"Kentucky","21","2020","2020","45-54 years","45-54",33,554414,6.0
,"Kentucky","21","2020","2020","55-64 years","55-64",22,595984,3.7
,"Kentucky","21","2020","2020","65-74 years","65-74",14,462362,Unreliable
,"Louisiana","22","2010","2010","15-24 years","15-24",148,665088,22.3
,"Louisiana","22","2010","2010","25-34 years","25-34",137,628433,21.8
,"Louisiana","22","2010","2010","35-44 years","35-44",71,564599,12.6
,"Louisiana","22","2010","2010","45-54 years","45-54",35,654375,5.3
,"Louisiana","22","2010","2010","55-64 years","55-64",16,535562,Unreliable
,"Louisiana","22","2011","2011","15-24 years","15-24",160,661845,24.2
,"Louisiana","22","2011","2011","25-34 years","25-34",137,642228,21.3
,"Louisiana","22","2011","2011","35-44 years","35-44",61,559499,10.9
,"Louisiana","22","2011","2011","45-54 years","45-54",35,645604,5.4
,"Louisiana","22","2011","2011","55-64 years","55-64",14,560025,Unreliable
,"Louisiana","22","2011","2011","65-74 years","65-74",10,321914,Unreliable
,"Louisiana","22","2012","2012","15-24 years","15-24",156,658326,23.7
,"Louisiana","22","2012","2012","25-34 years","25-34",149,652957,22.8
,"Louisiana","22","2012","2012","35-44 years","35-44",63,559506,11.3
